keyword,source,title,date,url,summary,collected_at
응급의료,데일리메디,뇌졸중 '골든타임'…응급실 '신경계전담의' 절실,2026-04-09 12:21:56,https://www.dailymedi.com/news/news_view.php?wr_id=935481,,2026-04-10 13:29:44
