keyword,bill_no,bill_name,proposer,proposed_date,vote_date,status,status_changed_date,legislative_notice,summary,url
응급의료,2217797,응급의료에 관한 법률 일부개정법률안 (한지아의원 등 11인) (새창 열림),의원,2026-03-27,,소관위접수,2026-03-30,입법예고중(2026-03-30 ~ 2026-04-08),"및 주요내용 제안이유 중증응급환자가 응급처치를 받을 응급의료기관을 찾지 못해 사망하는 ‘응급실 미수용’ 사건이 지속적으로 발생하고 있음. 이는 응급의료기관의 배후진료 역량 부족으로 진료받을 병원이 없어서 발생하는 문제임. 이에 응급의료기관의 업무에 배후진료를 명시하고, 배후진료에 필요한 정책의 시행 및 재정 지원을 할 수 있도록 하여 응급의료 체계를 내실화",https://likms.assembly.go.kr/bill/bi/billDetailPage.do?billId=PRC_R2P6O0P3W1X6V1W3U3V0T3U4B4A0B4
