title,date,is_upcoming,event_type,topic_keyword,url,source,collected_at
필수의료 강화 및 의료격차 해소를 위한 과제: 찾아가는 현장 토론회 in 충북,2026-04-30,True,토론회,,https://ampos.nanet.go.kr:7443/seminarList.do#fromDate=20260430&endDate=20260430&searchGubun=search,국회공식/세미나,2026-04-21 09:20:35
