keyword,source,title,date,url,collected_at
응급의료,health,"제주대·한라병원, ‘상급종합병원’ 지위 놓고 격돌… 제주 의료 지형...",2026-04-20,https://health.chosun.com/site/data/html_dir/2026/04/21/2026042102569.html,2026-04-21 13:58:27
응급의료,ggilbo,보은한양병원 응급실 '의사 공백' ··· 야간·주말 운영 잇단 중단,2026-04-20,https://www.ggilbo.com/news/articleView.html?idxno=1153931,2026-04-21 13:58:37
응급실 뺑뺑이,tbc,대구 ‘응급실 뺑뺑이’ 심각…관외 이송 2년 새 3.4배 증가,2026-04-20,https://www.tbc.co.kr/news/view?pno=20260420100009AE08736&id=205638,2026-04-21 13:59:15
응급실 뺑뺑이,mt,지역 응급실 배후진료 공백… '쌍둥이 비극' 재현될라,2026-04-20,https://www.mt.co.kr/thebio/2026/04/20/2026041919422123291,2026-04-21 13:59:20
응급실 뺑뺑이,medicalworldnews,“응급실 뺑뺑이 이어 진단 난민 온다”…MRI 규제 완화의 그림자,2026-04-20,https://medicalworldnews.co.kr/news/view.php?idx=1510974189,2026-04-21 13:59:20
응급실 뺑뺑이,doctorstimes,'응급실 뺑뺑이' 다음은 '진단 난민'?···흔들리는 MRI 판독 신뢰,2026-04-20,http://www.doctorstimes.com/news/articleView.html?idxno=237710,2026-04-21 13:59:20
응급실,yna,"""응급실 뺑뺑이 없도록""…10분 만에 병원 선정·이송한다",2026-04-20,https://www.yna.co.kr/view/AKR20260421051600055?input=1195m,2026-04-21 13:58:55
응급실,starnewskorea,"'뽀뽀녀' 20기 정숙, 충격 응급실行..""쓰러지고 뇌 검사""[스타이슈]",2026-04-20,https://www.starnewskorea.com/star/2026/04/21/2026042113445738310,2026-04-21 13:58:47
응급실,sportschosun,"20기 정숙, 이틀간 응급실만 두 번…""말·움직임 안 돼 뇌 검사, 몸 무너...",2026-04-20,https://www.sportschosun.com/entertainment/2026-04-21/202604210100139970009100,2026-04-21 13:58:47
응급실,sports,‘나는 솔로’ 20기 ‘뽀뽀녀’ 정숙 뇌 검사까지…“쓰러져 응급실만 ...,2026-04-20,https://sports.khan.co.kr/article/202604211338003?pt=nv,2026-04-21 13:58:47
응급실,lawtalknews,회식서 선배의 엽기적 지시…'고환 움켜쥐어' 응급실행,2026-04-20,https://lawtalknews.co.kr/article/D2LQPA7CVLZY,2026-04-21 13:58:55
응급실,kizmocom,"""응급실 두 번""…나는솔로 20기 정숙, 과로로 건강 이상 고백",2026-04-20,https://www.kizmom.com/news/articleView.html?idxno=109495,2026-04-21 13:58:50
응급실,isplus,"20기 정숙, 무슨 일이길래 응급실 두 번… “뇌 검사 받는다” [IS하이컷...",2026-04-20,https://isplus.com/article/view/isp202604210119,2026-04-21 13:58:47
응급실,eroun,"더자인병원, 고양소방서와 응급환자 이송 및 협력 강화를 위한 간담회 ...",2026-04-20,https://www.eroun.net/news/articleView.html?idxno=78696,2026-04-21 13:58:57
상급종합병원,thepublic,"보건복지부, 상급종합병원 기준 강화…중증환자 비율 38%로 상향",2026-04-20,https://www.thepublic.kr/news/articleView.html?idxno=301752,2026-04-21 14:00:09
상급종합병원,newsis,중증환자 비율 34%→38%…상급종합병원 지정 기준 강화,2026-04-20,https://www.newsis.com/view/NISX20260420_0003598772,2026-04-21 14:00:09
상급종합병원,news1,"문성유 국힘 제주지사 후보 ""상급종합병원 2곳 동시 지정 추진""",2026-04-20,https://www.news1.kr/local/jeju/6143417,2026-04-21 14:00:01
상급종합병원,mediajeju,"문성유, 상급종합병원 2곳 동시 지정과 최첨단 의료기기 약속",2026-04-20,https://www.mediajeju.com/news/articleView.html?idxno=363917,2026-04-21 13:59:58
상급종합병원,joongdo,상급종합병원 지정기준 대폭 강화…중증환자 비율 34→38% 상향,2026-04-20,https://www.joongdo.co.kr/web/view.php?key=20260420010006187,2026-04-21 14:00:09
상급종합병원,headlinejeju,"문성유 ""제주 상급종합병원, 2곳 동시 지정 추진하겠다""",2026-04-20,https://www.headlinejeju.co.kr/news/articleView.html?idxno=591093,2026-04-21 14:00:01
상급종합병원,hani,“중증 중심으로”…상급종합병원 중증환자 비율 34%→38%로 상향,2026-04-20,https://www.hani.co.kr/arti/society/health/1255018.html,2026-04-21 14:00:09
상급종합병원,fnnews,"문성유 ""제주서도 큰 병 치료 끝내겠다""… 상급종합병원 2곳 추진",2026-04-20,http://www.fnnews.com/news/202604211043045394,2026-04-21 14:00:01
