keyword,source,title,date,url,collected_at
중증응급,mdtoday,[메디컬투데이 - 쇼츠뉴스] 의대 증원 갈등에 따른 상급종합병원 의료 ...,2026-04-23,https://mdtoday.co.kr/news/view/1065612311626795,2026-04-24 08:14:28
중증외상,news,‘필수의료로 의료 사고 시 공소 제한’ 법안 국회 통과,2026-04-23,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8544056&ref=A,2026-04-24 08:14:10
중증외상,news,"전북소방, 하루 400건 출동… 3.6분마다 달리는 구급차",2026-04-23,https://news.dealsitetv.com/articles/169132,2026-04-24 08:14:12
중증외상,kado,"정은경 보건복지부 장관 ""강원형 응급의료·통합돌봄 체계 구축""",2026-04-23,https://www.kado.net/news/articleView.html?idxno=2046379,2026-04-24 08:14:12
중증외상,ggilbo,[특별기고] 대덕구 안전공업 화재로 본 현장응급의료체계의 중요성,2026-04-23,https://www.ggilbo.com/news/articleView.html?idxno=1154549,2026-04-24 08:14:10
중증외상,game,게임으로 병원 응급실 진단 정확도 개선됐다,2026-04-23,https://game.donga.com/122324/,2026-04-24 08:14:12
중증외상,bosa,"의료분쟁조정법, 드디어 국회 본회의 통과...필수의료 형사특례",2026-04-23,https://www.bosa.co.kr/news/articleView.html?idxno=3003596,2026-04-24 08:14:07
응급의료,yangsanilbo,"양산성모병원, 응급전문의 채용…응급의료기관 '성큼'",2026-04-23,http://www.yangsanilbo.com/news/articleView.html?idxno=124407,2026-04-24 08:13:30
응급의료,sportsseoul,필수의료·의료선교 헌신 빛났다…‘제16회 종근당 존경받는 병원인상’...,2026-04-23,https://www.sportsseoul.com/news/read/1605156?ref=naver,2026-04-24 08:13:38
응급의료,news,보은 유일 응급의료기관…직원 ‘집단 사직’ 이유는?,2026-04-23,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8544366&ref=A,2026-04-24 08:13:38
응급의료,biz,"의사 형사처벌 면제 찬성하는 환자들 왜?…""필수의료 붕괴가 더 무서운...",2026-04-23,https://biz.newdaily.co.kr/site/data/html/2026/04/23/2026042300325.html,2026-04-24 08:13:33
응급실 뺑뺑이,yna,"""응급실 뺑뺑이 막자""…인천소방본부-의료기관 6곳 협약",2026-04-23,https://www.yna.co.kr/view/AKR20260423058300065?input=1195m,2026-04-24 08:14:19
응급실 뺑뺑이,newspicom,인천소방본부·병원 6곳 책임응급협약 체결…'응급실 뺑뺑이' 방지,2026-04-23,https://www.newspim.com/news/view/20260423001249,2026-04-24 08:14:19
응급실 뺑뺑이,news,"“응급실 뺑뺑이 방지”…인천소방, 의료기관 6곳과 협약",2026-04-23,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8543945&ref=A,2026-04-24 08:14:19
응급실 뺑뺑이,kgnews,"인천소방본부, 지역 의료기관 ‘응급실 뺑뺑이 방지’ 업무협약",2026-04-23,https://www.kgnews.co.kr/news/article.html?no=892958,2026-04-24 08:14:19
응급실,news,보은 유일 응급의료기관…직원 ‘집단 사직’ 이유는?,2026-04-23,https://news.kbs.co.kr/news/pc/view/view.do?ncd=8544199&ref=A,2026-04-24 08:14:03
응급실,mk,"최일순 “고 전유성, 응급실만 3번 입원…유작 될 줄 몰랐다” (‘특종...",2026-04-23,https://www.mk.co.kr/article/12025862,2026-04-24 08:13:58
응급실,mhnse,"유연석, 응급실 이송...생사불명 상태로 '영혼 분리'됐다 ('신이랑 법률...",2026-04-23,https://www.mhnse.com/news/articleView.html?idxno=532721,2026-04-24 08:13:58
응급실,mhnse,"""응급실 오가며 찍었다""…故 전유성, 끝까지 놓지 않은 유작(특종세상)",2026-04-23,https://www.mhnse.com/news/articleView.html?idxno=532712,2026-04-24 08:13:58
응급실,mhnse,"""故전유성, 응급실만 세 번 입퇴원, 유작될 줄 몰랐는데""…최일순, 심경...",2026-04-23,https://www.mhnse.com/news/articleView.html?idxno=532424,2026-04-24 08:14:03
상급종합병원,newsis,"간호·간병통합서비스, 비수도권 상급종합병원부터 확대",2026-04-23,https://www.newsis.com/view/NISX20260423_0003603339,2026-04-24 08:15:00
상급종합병원,mt,"간호·간병통합서비스, 비수도권 상급종합병원 전면 허용",2026-04-23,https://www.mt.co.kr/thebio/2026/04/24/2026042315034237161,2026-04-24 08:15:00
상급종합병원,ksilbo,비수도권 상급종합병원 간호·간병 통합병동 늘린다,2026-04-23,https://www.ksilbo.co.kr/news/articleView.html?idxno=1054995,2026-04-24 08:14:57
상급종합병원,kmib,비수도권 상급종합병원도 ‘간호·간병 통합’ 병상 늘린다,2026-04-23,https://www.kmib.co.kr/article/view.asp?arcid=1776934447&code=11132000&cp=nv,2026-04-24 08:14:57
상급종합병원,hani,비수도권 상급종합병원 ‘보호자 없는 병동’ 확대…간병비 부담 줄인다,2026-04-23,https://www.hani.co.kr/arti/society/health/1255627.html,2026-04-24 08:14:57
상급종합병원,fnnews,비수도권 상급종합병원 간호·간병통합서비스 확대…치료재료 수가도 인...,2026-04-23,http://www.fnnews.com/news/202604231652131175,2026-04-24 08:15:00
상급종합병원,edaily,"비수도권 상급종합병원, 간호·간병통합병동 전면 허용…공급 확대",2026-04-23,http://www.edaily.co.kr/news/newspath.asp?newsid=05516966645419072,2026-04-24 08:15:02
모자보건,newstown,"미추홀구보건소, 모자보건 지원사업 4종 '온라인 신청' 전면 전환",2026-04-23,http://www.newstown.co.kr/news/articleView.html?idxno=701498,2026-04-24 08:15:57
